post_id,author,title,body,image,image description
mjv86p,Ohyarlysmiles,health; marker; correlation; mating; success; another; heavy; blow; good; gene; hypothesis,,-1,
mjmpud,U_Hypocrite,physical; dominance; sexual; attractiveness; predicted; mating; success,,-1,
mnc8xo,GigaSpergcel,average; attractiveness; predicts; higher; chance; remaining; virgin; early; adulthood; compared; average; attractiveness; haydon,,-1,
mvlimi,Zidane57,chcik; hundred; message; white; race; truly; factor; attraction,,-1,
mi0ywm,Ohyarlysmiles,game; operationalized; mating; intelligence; exerts; significant; effect; male; mating; success,,-1,
mhyuyt,comu_nacho,study; rat; found; excessive; sugar; consumption; adolescence; cause; microbiome; change; lead; anxiety; problem; memory; impairment; adulthood,,-1,
mhyqec,comu_nacho,excessive; sugar; consumption; adolescence; cause; microbiome; change; lead; anxiety; memory; problem; adulthood,,-1,
mhnza2,Ohyarlysmiles,game; operationalized; mating; intelligence; account; significant; amount; variance; male; mating; success,,-1,
mhmvb3,Ohyarlysmiles,testosterone; correlate; mating; success; masculinity; attractiveness; suggesting; behavior; difference; caused; higher; testosterone; cause,,-1,
mhmq99,Ohyarlysmiles,facial; attractiveness; impedes; reproductive; success; ugly; group; show; little; variance,,-1,
mhmib5,Ohyarlysmiles,correlation; pretty; much; every; superficial; trait; valued; blackpill; mating; success,,-1,
n0lsb2,Frankthebitch,black; pill; cope,,-1,
mxsnyz,Spare-Personality-29,attract; money; free; ebook; download,,-1,
mxogax,boy_named_su,association; dietary; inflammatory; index; hormone; among; united; state,,-1,
mx2tzp,carlosdoearth2,stalking; filming; chad; reaction,,-1,
mwcks4,carlosdoearth2,pack; chad; mean; blackpill,,-1,
mwckrb,BobOpener,someone; please; compile; data; current; semi; current; rate; woman,,-1,
msu7l5,carlosdoearth2,justine; paradise; liar; beware,,-1,
ms4jr7,carlosdoearth2,ignoring; girl; work,,-1,
