post_id,author,title,body,image,image description
azfkw9,rainisthelife,female; version; summary,initially; wrote; comment; sub; participate; thought; good; example; female; narrative; would; woman; decided; okay; first; internalize; must; internalize; fact; sexual; strategy; amoral; stop; whatever; dick; pandering; shit; internalize; fact; prize; want; need; priority; life; husband; life; husband; refused; show; love; affection; need; withdraw; start; dread; show; need; start; fulfill; want; refuse; lazy; couch; find; work; prefers; roll; around; roll; dread; give; enough; attention; fucking; dread; nag; cooking; dinner; laugh; face; take; walk; dgaf; leave; hamster; overdrive; start; thinking; way; please; time; returned; cooking; dinner; never; hear; dumb; shit; test; ever; time; precious; waste; needy; still; refuse; shape; give; love; affection; need; need; start; using; later; step; dread; flirt; front; nothing; terrorizes; male; hamster; like; fear; another; going; poach; woman; else; fails; either; cheat; branch; swing; fuck; whole; shaming; faithful; matter; fuck; want; fuck; beer; dick; standing; unattractive; probably; find; waldo; find; hairline; morality; decision; make; make; guide; show; truth; implement; truth; based; moral; compass; slay; dick; grab; life; pussy; remember; husband; want; need; relationship; going; become; whiny; bitch; neither; would; happy; grateful; improving; physical; mental; game; order; ultimately; improve; marriage; funny; thing; strategy; might; actually; work; woman; especially; woman; prefer; thing; term; burned; better; woman; currently; dealing; trying; tactic; personally; never; used; currently; wonderful; act; right; dated; past; whatever; reason; fair; number; city; live; used; kind; tactic; back; found; actually; worked; wanted; really; messing; head; giving; taste; medicine,-1,
b5b0xv,DestroyTheFalus,kick; habit; easiest; start,high; heel; absolutely; thought; think; smoking; slowly; kill; body; foot; leg; back; neck; hip; blood; circulation; tendon; everything; like; smoker; incredible; pain; quit; entire; body; moulded; aching; burning; white; pain; back; leg; quit; heel; shortened; atrophied; tendon; suddenly; stretched; regular; length; unsteadiness; dizziness; back; pain; walking; heeled; shoe; gait; adjusting; something; normal; everything; movement; ankle; head; know; young; woman; teen; tweens; tell; danger; high; heel; tell; become; painful; walk; beach; barefoot; become; impossible; play; sport; need; change; idea; high; heel; harmless,-1,
b4vnjh,rainisthelife,term,mind; purpose; enjoyment; reward; honest; lady; enjoy; especially; right; moment; right; useful; tool; reward; kind; want; life; reason; anyone; reason; woman; hold; earned; necessarily; money; time; effort; commitment; type; amount; degree; time; effort; varies; woman; need; tailor; suit; relationship; goal; recognize; might; call; manipulative; would; encourage; believe; commit; anyone; without; assessing; whether; worthy; commitment; unable; answer; believe; answer; need; approach; relationship; first; mindset; goal; hoping; achieve; many; woman; become; selfless; detriment; wonder; getting; want; interaction; encounter; woman; forget; nonsense; woman; boyfriend; husband; whenever; asks; many; source; tell; long; conversation; trip; outing; enjoy; feeling; would; hypocritically; tell; telling; condition; display; love; sacrifice; depending; feeling; moment; healthy; focus; want; need; relationship; shown; routine; constant; level; commitment; shown; sacrificial; nature; regard; pleasing; show; sacrificial; nature; regard; idea; maintenance; repulsive; enjoyable; fake; significant; amount; interaction; seriously; need; question; first; place; question; value; bringing; relationship; weigh; look,-1,
b4j29m,DestroyTheFalus,issue; bdsm; normalizes; violence; bdsm; violence; becoming; normalized,girl; taught; violence; sexy; part; love; normal; never; normal; bdsm; male; ever; abusive; never; pleasure; brainwashing; plain; simple; asks; bdsm; related; stuff; like; choking; slapping; tying; walking; field; flag; ghost,-1,
b46e0s,rainisthelife,truth; divorce; raped,stuff; floating; around; supposedly; treated; poorly; divorce; court; made; huge; amount; alimony; child; support; wife; divorced; typically; divorce; initiated; woman; given; woman; initiate; divorce; convince; reason; woman; initiate; divorce; disloyal; tend; bored; easily; done; using; metaphorically; beating; know; smoke; without; fire; like; play; victim; claim; idea; unhappy; shocked; eventually; served; inevitable; divorce; paper; literarily; incapable; taking; responsibility; action; prefer; blame; wife; way; failed; good; husband; case; neglectful; uncaring; wife; preferred; plop; front; work; instead; spending; quality; time; like; would; prefer; listen; help; childcare; know; last; time; took; date; cooked; wife; worker; bee; half; bill; half; useful; true; husband; utterly; useless; divorce; continues; half; bill; actually; husband; wife; actually; ironically; perfectly; line; acting; within; marriage; anyway; excuse; give; least; working; hard; provide; family; honestly; dumbest; excuse; shitty; husband; ever; heard; apart; fact; household; income; household; woman; working; bill; fulfilling; aspect; marriage; neglecting; need; spouse; bound; lead; disastrous; result; resentment; expect; recognized; respected; thing; spouse; survive; basic; need; getting; special; care; attention; wife; without; much; effort; reciprocating; attention; dice; imagine; woman; said; least; take; care; kid; bathe; feed; wife; paying; attention; many; think; would; happy; satisfied; statement; sure; exception; woman; horrible; marriage; eventually; get; bored; likely; wife; spent; many; year; trying; express; happy; unsatisfied; marriage; le; effort; level; comment; ignored; brushed; away; nagging; eventually; callousness; come; back; bite; divorce; raped; getting; exactly; asked; given; behavior; actual; marriage; ready; husband; happy; serve; divorce; paper; legally; free; title; post; divorce; get; enjoy; sided; benefit; enjoying; married; getting; alimony; child; support; suffer; tedious; charade; taking; care; child; probably; good; someone; beer; belly; texas; good; sized; dick; stay; hard; last; long; know; mouth; wise; pay; attention; wife; learns; best; husband; foolish; ignores; subsequently; divorced; dismissed,-1,
b6ee05,rainisthelife,beauty; saying,jarring; phrase; child; learns; first; exposed; word; language; listen; word; imagine; used; life; pampaering; coddling; someone; take; care; mess; getting; pretty; much; everything; want; parent; freshly; delighted; wanted; please; cost; keep; cry; imagine; merry; happy; suddenly; hear; word; child; idea; word; mean; whatever; reason; suddenly; getting; asked; think; fancy; schmancy; word; parent; like; throw; around; daily; babble; realize; something; changed; word; seems; mean; something; different; first; time; happens; slide; think; gotten; every; thing; want; anyway; important; later; want; something; reach; suddenly; parent; say; peculiar; word; perhaps; light; chubby; little; finger; first; instinct; course; refuse; something; want; rubbish; start; since; think; refuse; something; want; ridiculous; parent; worth; salt; stick; gun; despite; cry; lesson; getting; time; start; young; grateful; parent; telling; woman; something; unwanted; done; advice; enforced; every; aspect; life; dating; work; friendship; need; take; control; life; goal; want; next; time; feel; like; truly; tell; fear; might; hurt; feeling; encourage; anyway; regard; feeling; resilient; think; think; would; benefit; hearing; much; feel; like; pushover; feel; like; getting; arrangement; situation; need; word; think; many; woman; give; away; much; free; attention; time; sometimes; money; done; deserve; body; want; come; grandma; want; keep; virginity; married; seriously; need; take; closer; look; action; know; woman; genuinely; enjoy; casual; want; burdened; stress; relationship; unfortunate; giving; away; easily; greatest; gift; woman; give; looked; easy; think; male; mindset; play; game; order; want; much; like; need; make; sure; term; earned; husband; boyfriend; worked; hard; significant; effort; achieve; lady; truly; realize; much; worth; fact; woman; joke; existence; tremendous; value; might; sound; crude; reason; sexuality; value; price; want; sexuality; want; herpes; ridden; dick; want; love; want; booty; call; want; hero; come; help; flat; tire; know; tell; much; respect; afterwards,-1,
b5wg2k,AstroGeek55,tested; yall; engage; sexual; activity; give; rough; time; fucking; keep; whatever,,-1,
b5td6z,Friendly_Tone,self; care; avoid; stop; interacting; whenever; wherever; possible,,-1,
b5sgv5,JezebeltheQueen5656,equal; partnership; woman; slave,feel; action; concerning; feel; mercy; towards; lady; ruthless; survive; cheating; boyfriend; almost; mandatory; want; see; hierarchy; woman; available; leaf; answer; cheat; stupid; rebuild; relationship; cheat; however; woman; cheat; really; guy; really; care; sometimes; increase; love; seen; countless; time,-1,
b5sbb5,JezebeltheQueen5656,traditionally; masculine; value; obsession; cock; obsession; social; status; preference; emotionally; vulnerable; easily; manipulated; woman; forget; something,,-1,
b5ruoq,JezebeltheQueen5656,lady; careful,recent; spate; youtube; claiming; feminism; feminism; purpose; bring; woman; back; plantation; whether; want; wife; want; help; general; want; monetise; feminism; care; interested; changing; law; present; namalts; give; woman; hope; find; like; learned; past; stick; welfare; woman; goodness; heart; chameleon; take; shape; order; ensure; woman; cooperate; biological; imperative,-1,
b5rq0j,JezebeltheQueen5656,idea; meeting; different; marrying; child; seductive; completely; natural; however; like; better; worse; average,,-1,
b5rlih,JezebeltheQueen5656,funny; always; attract; need; hobby; work; pretty; much; stuff; make; interesting; life; boy; absolutely; nothing; make; sense; literally; exist; boom; everything; given,,-1,
b5r784,JezebeltheQueen5656,taught; woman; equal; much; tried; believe; date; le; able; believe,sound; jaded; time; come; pet; sidekick; look; human; live; instinctual; basis; like; animal,-1,
b5r1ld,JezebeltheQueen5656,never; trust; perspective; tell; daughter; female; relative; want; good; woman; love; human; primate; love; nothing; freedom; revert; primal; instinct,,-1,
b5qqdk,JezebeltheQueen5656,always; made; clear; keep; good; physical; shape; next; let; standard; expect; standard; decision; quickly; tell; let,,-1,
b5qjep,JezebeltheQueen5656,promiscuous; disloyal; whatever; want; certain; woman; care; look; status; bank; account; modern; carte; blanche; whatever; plea,,-1,
b5qea7,JezebeltheQueen5656,conditional; lover; love; opportunistically; woman; want; believe; loved; want; loved; love; want; never; never,,-1,
b5q9ts,JezebeltheQueen5656,boy; like; brainless; butterfly; floating; around; come; accept; accept; someone; fucking; fucking; reward; good; behavior; attention; pull; away; attention; punishment; behavior,,-1,
b7td7i,AstroGeek55,lady; great; vetting; method,,18724,kelly; bluen; kellyjobluen; tinder; date; coffee; shop; dude; said; coming; think; gillette; went; woman; said; think; date; walked; unceremoniously; sitting; alone; patriarchy; looking; stunned; twitter; iphone; retweets; like
b7sy3u,JezebeltheQueen5656,argue; consent; constantly; make; rapist; fuck,,-1,
b7sttv,JezebeltheQueen5656,rather; confused; consent; respect; definitely; avoid; woman; much; possible; favor; keeping; away,,-1,
b7qgjg,JezebeltheQueen5656,want; date; outside; avoid; balkan; country; like; serbia; montenegro; middle; east; balkan; stay; safe,,-1,
b7egxp,LittleMooMoo5,promise; hating; much; productive; trying; convince; overreacting; another; disrespect,,-1,
b7dwdi,DestroyTheFalus,please; stop; sending; long; paragraph; hurt; care; nothing; guilt; trip; caring; take; dignity,,-1,
b7dgm2,DarkLady789,never; trust; accuses; projecting; whenever; bring; something; make; uncomfortable,abusive; started; acting; shady; suspicious; cheating; said; probably; cheating; absolutely; nothing; base; suspicious; real; cheater,-1,
b6x9l0,rainisthelife,sexual; count; number; seeking; commitment,squirmish; committing; girl; high; number; sexual; partner; past; hilarious; apply; standard; though; probably; whoring; around; everywhere; trying; commitment; asks; count; number; advice; reduce; number; somewhere; good; news; nowadays; care; wont; find; asks; want; keep; either; continued; benefit; giving; effort; emotional; support; free; stuff; trip; want; relationship; know; might; type; problem; higher; number; think; might; chill; give; someone; care; believe; manipulative; tactic; truly; care; first; place; mean; looking; judge; whether; higher; number; determine; whether; want; pursue; relationship; typically; tends; happen; tell; high; number; might; pretend; okay; ahead; advance; relationship; start; giving; excuse; suddenly; becomes; busy; either; best; interest; time; different; way; woman; sleep; claiming; love; seeking; leave; feel; guilty; lying; sexual; number; count; want; lady; already; good; encourage; others; reluctant; easily; fooled; saying; care; listen; claim; always; tell; girl; number; looking; behavior; one; find; eventually; scare; tactic; without; basis; number; boyfriend; husband; living; ignorance; woman; actual; number; shock; afraid; nudge; number; think; benefit; first; want; successful; dating; good; weekend,-1,
