post_id,author,title,body,image,image description
oc92rs,Bandicoot_Bitter,modern; woman; carousel; rider; series,,-1,
oblpx9,Kajel-Jeten,contrast; diener; found; statistically; signi; cant; effect; facial; attractiveness; longitude; study; found; high; school; attractiveness; predicted; happiness; almost; year; later,,-1,
oblp35,Kajel-Jeten,contrast; diener; found; statistically; signi; cant; effect; facialattractiveness; longitude; study; found; high; school; attractiveness; predicted; happiness; almost; year; later,,-1,
ol1qxv,Vegetable_Office2,look; dictate; every; aspect; life,,-1,
odzqgh,ExplorerAdditional84,asian; male; inherent; biological; disadvantage; dating; west,,-1,
odms0e,ugluk1,purging; mutation; male; help; keep; population; genetically; healthy,,-1,
omyag9,BeliyMuzchina,response; scientific; black; pill,,-1,
ofj5bu,StenBlack,type; woman; must; avoid; never; date; marry,,-1,
otg8hd,AdDue1119,,,-1,
osvhhr,DeepCrimsonPill,among; personality; trait; agreeableness; significant; correlation; cheated,,-1,
ornwzv,JosephGreg,essay; potential; cause; cure; malocclusion,,-1,
ovfc6k,mr4ffe,mate; value; correlate; le; restricted; sociosexual; orientation; meta; analysis,,-1,
ovbzm0,deadmanku,woman; prioritize; career; family; likely; prefer; man; importance; financial; resource; preferred; career; oriented; man,,-1,
ova5co,eduardkoopman,settling; without; settling; perceived; change; partner; preference; response; covid; cassandra; alexopoulos; elisabeth; timmermans; liesel; sharabi; david; roach; alyssa; croft; elizabeth; dorrance; hall; laurie; james; hawkins; veronica; lamarche; maximiliane; uhlich,,-1,
otmry7,Cartef,point; blackpill; accept; hope; give; live; basement; rest; time,,-1,
