post_id,author,title,body,image,image description
dv8yp4,Njere,participant; could; prevented; judging; defendant; untrustworthy; facial; appearance; guilty; often; matter; hard; scientist; tried,,-1,
dv3443,SophisticatedBean,effect; social; exclusion; cognitive; process; anticipated; aloneness; reduces; intelligent; thought; baumeister; twenge; nu,,-1,
duqdio,chudur-budur,penis; size; interacts; body; shape; height; influence; male; attractiveness; bigger; penis; short; help,,-1,
ds0i6h,SophisticatedBean,victim; experiencing; workplace; mass; hysteria; female; brabant; mergle; messing,,-1,
dqyhrk,GetBannedGetBack,better; looking; child; care; attention; help; parent; teacher; result; better; socioeconomic; situation; success; better; self; esteem; happiness; grow; adjust; data; factor; economic; background; place; birth,,-1,
dqvj5u,MayflyEng,good; looking; child; perform; better; average; looking; child; academically; stdev; stdev; look,,-1,
dqvbam,FilmIsForever,lookism; affect; educational,,-1,
dpzq2y,itskevvy,inactive,,-1,
dtzx5n,Njere,height; strong; positive; effect; life; satisfaction; height; life; satisfaction; evidence; nation,,-1,
dtzqjd,Njere,day; likely; conceive; woman; le; agreeable; narcissistic,,-1,
dxgwc9,SophisticatedBean,importance; physical; strength; human; male; male; female; evolved; combat; sell; liana; pound,,-1,
dx3eix,FatmanO,average; height; dinaric; alp,,-1,
dyol8p,redbeauty3,thought; video,,-1,
e0ke2p,Njere,factor; dealbreakers; confirmed; loserness; hostility; hygiene; arrogance; ugliness; overattachment; abusiveness; woman; general; selective; likely; reject; prospective; partner; undesirable; trait,,-1,
e3ace9,SophisticatedBean,correlation; people; thought; start; given; relationship; actually; began; high; woman; meaning; woman; decide; occurs; cohen; shotland,,-1,
e35prz,Njere,wanting; attention; social; medium; strongest; predictor; posting; self; sexualized; photo; indeed; sexualized; photo; garnered; like; instagram; le; sexualized; photo; undergraduate; woman,,-1,
e2eqym,Fatetruth,reproductive; success; individual; schizophrenia; autism; bipolar; disorder; depression; anorexia; nervosa; substance; abuse; fertility; ratio; represents; general; population,,41,sfeeses; pest; psychiatric; disorder
e1visg,SophisticatedBean,across; much; human; evolution; produced; meat; consumed; used; obtain; mating; opportunity; invest; mate; offspring; investment; parenting; likely; depended; paternity; confidence; put,,-1,
