post_id,author,title,body,image,image description
nqjaoc,Njere,unattractive; promiscuous; heavy; drinker; perception; woman; tattoo,,-1,
nthbej,SPHJOI,child; trendy; vegan; diet; inch; shorter; average; smaller; weaker; bone; study; warns,,-1,
nxwp4f,Ohyarlysmiles,boyos; speed; dating; study; found; high; physical; attractiveness; correlation; romantic; interest; correlation,,-1,
nxw9vd,Ohyarlysmiles,nice; guy; finish; first; preference; personality; type; dependent; cultural; context,,-1,
nzmtuk,ugluk1,evolutionary; experiment; show; natural; selection; opposes; sexual; selection,,-1,
nyiye7,Ohyarlysmiles,infamous; speed; dating; study; high; physical; attractiveness; correlation; misread; boyos,,-1,
o2su6y,Head-Veterinarian374,doping; google,,-1,
o2857g,Kilo_G_looked_up,contrary; blind; blind; woman; place; much; value; physical; attractiveness; mate; sighted; peer,,-1,
o54sdy,eduardkoopman,concern; contracting; covid; predicts; preference; female; facial; femininity; woman; preference; male; facial; masculinity,,-1,
o4sgv8,Mentalcel1234,physically; attractive; individual; earn; substantially; otherwise; similar; unattractive; individual,,-1,
o4ggck,hatefulreason,beauty; bring; rich; whatever; result; quantifiable,,-1,
o3rrlb,eduardkoopman,self; rated; attractiveness; predicts; preference; sexually; dimorphic; facial; characteristic; culturally; diverse; sample,,-1,
o349fs,Feduniresearch,academic; participate; research; exploring; relationship; personality; anti; social; online; behaviour,,-1,
o7o5aw,eduardkoopman,male; proposer; facial; attractiveness; affect; female; responder; fairness; consideration; subsequent; decision; outcome,,-1,
oazdcd,Cedow,self; perceived; physical; attractiveness; objective; physical; attractiveness; associated; presence; depressive; symptom,,-1,
o9zfvw,comu_nacho,facial; shape; provides; valid; sociosexuality; willingness; engage; sexual; activity; without; emotional; tie; woman,,-1,
o9q1de,marliom,intelligence; detected; found; attractive; video; live; interaction,,-1,
