post_id,author,title,body,image,image description
dfpiet,Njere,newlywed; woman; sexual; desire; declined; steeply; time; sexual; desire; leading; decline; marital; satisfaction; spouse,,-1,
dfpf24,Njere,individual; greater; appetite; casual; greater; risk; seeing; marriage; fail; juliana; french; emma; altgelt; andrea; meltzer,,-1,
dfmp9m,Njere,leading; cause; kept; involuntary; celibate; securing; intimate; relationship; poor; flirting; skill; mating; performance; assessing; flirting; skill; mate; signal; detection; ability; shyness; effect; menelaos; apostolou; irene; papadopoulou; michael; christofi; demetris; vrontis,,-1,
dfirwq,Njere,woman; face; perceived; attractive; fertile; day; failing; replicate; previous; study,,-1,
dfeovt,Njere,sex; perceived; breasted; woman; reproductively; efficient; desirous; promiscuous; le; faithful; intelligent; though; truth; projection; stereotypical; actual; association; breast; size; mating; relevant; trait,,-1,
df9qnw,Njere,american; marriage; characterized; linear; increase; relationship; satisfaction; year; linear; decline; sexual; satisfaction; time; frame; relationship; sexual; satisfaction; developmental; perspective; bidirectionality; christopher; quinn; nilas,,-1,
dezn5h,Njere,woman; rated; attractive; likely; high; heel,,-1,
devjm9,Njere,meta; analysis; woman; substantially; prone; sexual; disgust; serve; quality; control; mate; choice,,-1,
deonbg,Njere,repeated; experience; romantic; rejection; lower; self; perceived; mate; value; lower; ideal; standard,,-1,
dem51y,Njere,majority; participant; particularly; woman; explicitly; avoided; receiving; feedback; attractiveness; peer,,-1,
deleyk,Njere,likely; engage; binge; drinking; fewer; eligible; woman; aung; susan; hughes; liana; hone; david; put,,-1,
degnf8,Njere,symmetry; played; role; perception; female; facial; beauty; biological; base; beauty; revisited; effect; symmetry; averageness; sexual; dimorphism; female; facial; attractiveness,,-1,
de11sn,pillmaxxed,female; mate; choice; influenced; male; sport; participation,,-1,
ddojae,BrazilianSigmma,rule; attraction; game; love,,-1,
ddo6iv,[deleted],rule; attraction; game; love,,-1,
ddj6tt,pillmaxxed,ovulatory; shift; woman; attraction; primary; partner; evidence; importance; primary; partner; sexual; attractiveness,,-1,
dd2k1i,kludough,autist; frame,,-1,
dgv3nw,NubhumanSigger,meta; analysis; physical; attractiveness; predicts; romantic; evaluation; woman,,-1,
dc7usz,TheokPixxie,mean; given; money; existing,,37,peco
dlfzwf,NubhumanSigger,meta; analysis; physical; attractiveness; predicts; romantic; evaluation; woman,,-1,
dkehq3,hociaza,heterosexual; romantic; preference; importance; humor; physical; attractiveness; different; type; relationship,,-1,
dkd318,chudur-budur,study; suggests; psychopathic; personality; style; attractive; woman,,-1,
dkbpvn,BitsAndBobs304,correlation; causation; food; thought; emotipnal; support; outside; relationship; relationship; rating,,-1,
dk45y3,Njere,ovulatory; shift; hypothesis; arguing; woman; fishing; good; gene; fertile; day; dead; fallen; victim; reproducibility; crisis,,-1,
dk43zz,Njere,career; oriented; woman; likely; prefer; career; oriented; male; partner,,-1,
dk41h9,Njere,heroism; make; attractive; woman; make; woman; attractive,,-1,
dk3wro,Njere,meta; analysis; woman; behavior; varied; le; across; menstrual; cycle; expected,,-1,
dhrtn9,LSmartestCharacter,woman; likely; reject; dont; match; height; standard; compared; debunking; false; narrative; shallow,,-1,
dhhlig,Njere,higher; lifetime; number; partner; linked; higher; sexual; satisfaction; lower; sexual; satisfaction; woman; lifetime; number; partner; sexual; satisfaction; young; adult; role; gender; relationship; status; motivation; self; esteem,,-1,
dhhfga,Njere,finland; sexually; active; country; west; sexual; frequency; female; sexual; desire; dropped; markedly; rate; woman; never; orgasm; intercourse; almost; doubled,,-1,
do6j57,Mohamed_Han,woman; prefer; high; testosterone; facial; musclitlnity; male; masculinity; associated; negative; personality; trait; behavior; le; likely; marry; likely; divorce; marital; problem; cooperativeness; poor; quality; parent,,-1,
djjahm,Njere,woman; evaluated; partner; le; positively; le; physically; attracted; estrogen; level; highest,,-1,
djhnmc,BewilderedGrandpa,mean; sonny; whaaat,,38,
dmz939,mrmcgibblets_22,,,39,longer; feminist; ally; everything; feminist; appreciate; nothing; patient; kind; understanding; accommodating; practice; toxic; masculinity; feminist; single; turned; date; toxic; male; fuck; point; feminist; ally; threat; like; dont; fucking; matter; nothing; going; lose; keep; hypocrite
dmz6mi,Anon694203,meme,,40,peco
dmxo25,SophisticatedBean,hold; positive; attitude; towards; female; partner; woman; towards; male; partner; total; athenstaedt,,-1,
