post_id,author,title,body,image,image description
i86o66,Njere,race; preference; attractiveness,,-1,
i869ny,Njere,physical; attractiveness; bias; hiring; beautiful; good,,-1,
i86615,Njere,attractiveness; bias; interview; exploring; boundary; effect; basic; applied; social; psychology,,-1,
i864r4,Njere,blinded; beauty; attractiveness; bias; accurate; perception; academic; performance,,-1,
i8602o,Njere,explaining; financial; prosocial; bias; favor; attractive; people; interdisciplinary; perspective; economics; social; psychology; evolutionary; psychology,,-1,
i35jom,Me_ADC_Me_SMASH,physical; attractiveness; significant; influence; judge; sentencing; unattractive; criminal; higher; sentence; result; three; study; show; minimum; increase; maximum; increase,,-1,
i32bgi,nick_nick_907,physical; attractiveness; significant; influence; judge; sentencing; unattractive; criminal; higher; sentence; result; three; study; show; minimum; increase; maximum; increase,,-1,
i2uzgm,simpceldetector,,,-1,
i293sw,bio_dragon,dying; people; surprisingly; happy; study; find,,-1,
i8xqf2,mr4ffe,neuro; hormonal; circuit; paternal; behavior; controlled; hypothalamic; network; oscillation,,-1,
ibgwvf,boy_named_su,pathological; lying; theoretical; empirical; support; diagnostic; entity; indicated; self; identified; others; identified; pathological; liar,,-1,
iawtes,MoxyApproved,post; attractive; people; better; false; thought; lead; people; intimated; around; attractive; especially; site; talking; specifically; admit; woman; work; differently,,-1,
iaum25,mr4ffe,human; human; specie; conceal; mating; cooperation; maintenance; hypothesis,,-1,
id9uwd,Humble_Hummus,analysis; pill,,-1,
ico4s1,bonobopaniscus,repeated; exposure; make; attractive; face; attractive; neural; response; facial; attractiveness; judgement,,-1,
iggbfy,xiiimvry,fake; redpill; guru; take; advantage; incels,,-1,
ifokvk,Micmarr,anatomy; female; power; masculinist; dissection; matriarchy; chinweizu,,-1,
if6o08,simpceldetector,weirdo,,-1,
if3aka,simpceldetector,weirddd,,-1,
if38fc,simpceldetector,weird; blackkpill; viddeo,,-1,
ihmzyk,simpceldetector,dont; reject; human; nature,,-1,
ihkmsz,therealprofessorrich,warning; black; pill; philosophy; destroy; life; club,,-1,
i3ilbd,wciaz,blinded; beauty; attractiveness; bias; accurate; perception; academic; performance,,-1,
