post_id,author,title,body,image,image description
90vhg8,throw_it_away_like,tinder; experiment; guy; unless; really; probably; better; wasting; time,,-1,
90ptb8,fieldhockeywife,biological; basis; gender,,-1,
8ws6hz,LeavingHumanityBehin,sciencemaxxxxing,think; come; self; improvement; important; take; thing; seriously; maintain; sanity; take; thing; like; emotion; picture; get; easier; study; say; prefer; muscular; torso; roids; study; say; woman; prefer; foot; lengthening; study; say; woman; prefer; rich; make; money; woman; prefer; confidence; give; shit; bully; people; douchebag; study; say; woman; prefer; wide; face; chin; wing; osteotomy; palatal; expansion; small; dick; jelq; extend; pale; skin; melanotan; want; fall; love; intro; level; psychology; manipulation; tactically; placed; question; push; pull; emotional; turmoil; neirons; brain; anyway; manipulate; approach; many; woman; possible; whichever; method; game; science; say; work; best; proceed; take; viagra; cialis; whatever; fuck; hard; right; angle; maximises; chance; female; orgasm; science; perspective; emotion; feeling; pure; sciencemaxxing; approach; working; fell,-1,
93gplq,SophisticatedBean,female; mouse; copy; mate; choice,,-1,
92tavy,BlueEyedIncel,peak; attractiveness; study; say; another; quote; late; another; say; okcupid; famous; stating; woman; peak; reach; peak; muscle; strength; peak; attractiveness,,-1,
91hg7e,SophisticatedBean,meta; analysis; confirms; mate; choice; copying; gain; attractiveness; seen; presence; female; woman; lose; presence; male; gain; attractiveness; attractiveness; partner; increased,,-1,
91ch18,Kanauji,benefit; le; fort; impaction,consulted; orthodontist; give; brace; year; impaction; gummy; smile; long; midface; else; expect,-1,
917z5n,LegendaryOaks,look; matter; woman,,-1,
90zy5f,wyiitt,physical; attractiveness; effect; reported; sexual; outcome; gender,article; ncbi; pubmed; abstract; article; evaluate; effect; physical; attractiveness; young; adult; sexual; romantic; outcome; reveal; gender; difference; acted; preference; using; data; national; longitudinal; study; adolescent; health; health; probability; sample; young; adult; investigate; gender; difference; desired; sexual; partner; accumulation; relationship; status; timing; sexual; intercourse; find; gender; difference; sexual; romantic; strategy; consistent; predicted; double; standard; sexuality; evolutionary; theory; specifically; compared; woman; pursue; committed; relationship; fewer; sexual; partner; delayed; sexual; intercourse; summary; article; information; sexual; strategy; woman; aware; trait; attract; potential; partner; instead; culturally; provided; reason; explain; attraction; response; woman; value; physical; attractiveness; highly; actual; choice; value; le; reporting; preference; actual; sexual; romantic; outcome; reflect; compromised; rather; ideal; choice; partnership; formation; inherently; sided; negotiation; individual; ideal; preference; unattainable; forcing; compromise; enter; optimal; union; remain; single; physically; attractive; individual; able; attain; desired; outcome; sexual; romantic; outcome; differ; physical; attractiveness; outcome; physically; attractive; woman; closer; ideal; preference; outcome; least; physically; attractive; woman; represent; compromised; choice; physical; attractiveness; effect; sexual; outcome; woman; number; sexual; partner; decrease; increasing; physical; attractiveness; number; reported; partner; decrease; thinner; woman; report; fewer; partner; overweight; woman; report; approximately; partner; normal; weight; woman; thinness; dimension; attractiveness; woman; pattern; consistent; idea; attractive; woman; report; fewer; sexual; partner; attractive; woman; le; likely; report; sexual; intercourse; first; week; meeting; partner; le; likely; classify; relationship; likely; classify; relationship; exclusive; relationship; physically; attractive; woman; le; likely; sexual; intercourse; within; first; week; meeting; partner; underweight; decrease; physically; attractive; woman; likely; form; exclusive; relationship; form; purely; sexual; relationship; le; likely; sexual; intercourse; within; first; week; meeting; partner; woman; effect; underweight; within; relationship; outcome; resembles; effect; physically; attractive; suggests; factor; influencing; romantic; sexual; desirability; least; part; socially; structured; underweight; woman; le; fertile; evolutionarily; would; le; able; obtain; desired; outcome; woman; ideally; pursue; many; sexual; partner; prefer; exclusive; relationship; prefer; delay; initial; sexual; intercourse; least; beyond; week; meeting; partner; number; sexual; partner; increase; increasing; physical; attractiveness; else; equal; physically; attractive; versus; average; attractive; increase; reported; partner; increasing; physical; attractiveness; report; partner; casual; purely; rather; exclusive; normal; heavy; bodyweight; report; total; partner; underweight; overweight; ideal; weight; considered; normal; heavy; weight; reasonably; consistent; finding; attractive; report; sexual; partner; ideally; pursue; many; sexual; partner; prefer; casual; relationship; prefer; partner; quickly,-1,
8ybx3g,SophisticatedBean,woman; like; meat; eating; better; vegetarian; finding; latter; lacking; masculinity,,-1,
8y8wxd,LeavingHumanityBehin,tattoo; found; sexy,,-1,
8xs7v1,Sam_is_30_Years_Old,female; partner; count; double; believe; hooked; detector; article,,-1,
8vih0s,Sniveling_Cur,truth; consequence; using; bogus; pipeline; examine; difference; self; reported; sexuality,,-1,
8vfh84,Bullet_Storm,benevolent; sexism; attractive; woman; study; show,,-1,
8zrcnf,dragonballcell,blackpill; redpill,sorry; valid; contribution; picture; kitty; lion; imgur; jwcncnz; want; place; much; better; redpill; redpill; community; drawn; theory; fact; backed; source; keep; good; shit,-1,
8zbui1,Darenad,chad,,45,peco
8z6dnu,stringedbeams,blackpill; fundamentally; alter; sub; like; redpillmarriage; like; blackpillmarriage; needed,sure; best; example; wondering; manosphere; revised; reflect; blackpill; truth; know; like; blackpillmgtow; thing; sometimes; find; almost; seems; like; difference; much; almost; need; small; niche; express; view; better; something; general; like; braincels; dating; tip; would; much; different; find; generic; dating; tip; forum,-1,
92ejxs,wereqryan,tinder; swiping; study; reveals; feedback; loop; force; user; ever; extreme; strategy,,-1,
92dsdr,whatdoinamethiscrap,coping; money; never; make; happy; relationship; life,,-1,
