post_id,author,title,body,image,image description
n7ryhh,eduardkoopman,time; slows; whenever; around; woman,,-1,
n726p6,boy_named_su,exposure; exogenous; estrogen; intake; commercial; milk; produced; pregnant; cow,,-1,
ndbg5p,razznick,face; worth; facial; attractiveness; bias; experience; based; monetary; decision; making; attractive; financially; disadvantageous; partner; preferred; extent; unattractive; advantageous; partner,,-1,
ni6a0w,marliom,highest; psychopathy; scored; significantly; higher; genuineness; trust; rating; compared; lowest; psychopathy; woman; high; emotionality; showed; genuineness; trust; high; psychopathy,,-1,
ni62uo,Caxro,highest; psychopathy; scored; significantly; higher; genuineness; trust; rating; compared; lowest; psychopathy; woman; high; emotionality; showed; genuineness; trust; high; psychopathy,,-1,
nhqt7q,MONKEworld,blackpill; incorrect; pastebin; university,,-1,
ngxici,marliom,woman; perceived; male; winner; mixed; martial; art; fight; attractive; masculine; aggressive; male; loser,,-1,
ngxhbn,marliom,woman; perceived; male; winner; mixed; martial; art; fight; attractive; masculine; stronger; aggressive; male; loser,,-1,
ninwxg,HighValueMoidxD,greater; height; difference; couple; positively; related; wife; happiness,,-1,
np9xah,ayejit,studying; extraverted; behavior; intervention; intervention; successful; least; average; trait; extraversion; extreme; introvert; experienced; wellbeing; cost; increased; negative; affect; tiredness; reduced; feeling; authenticity; hamilton,,-1,
