post_id,author,title,body,image,image description
jmylmk,Maimed_Failed_Normie,understanding; heterosexual; woman; erotic; flexibility; sexual; orientation; maintained; difference; attentional; processing; voluntarily; altered,,-1,
jmpzv3,simpceldetector,neckpilled,,-1,
jt20ur,simpceldetector,hunter,,-1,
js8cqn,simpceldetector,hunter; eye; morphing,,-1,
jryih3,Njere,woman; actually; took; told; sexist; joke; date; sexism; self; directed; study; study; study; sexy; sexist; stereotyped; humor; affect; romantic; attraction; november,,-1,
jrglg5,Njere,standardized; proportion; year; japanese; adult; single; increased; steadily; among; woman; among,,-1,
juarb7,sausage4mash,cute,,-1,
jr1yyd,dominoesv,need; additional; participant; research; study,,-1,
jv6pha,mr4ffe,bestiality; overview; analytic; discussion,,-1,
jy6qa9,Njere,college; woman; refrain; despite; desire,,-1,
jy6pwf,[deleted],college; woman; refrain; despite; desire,,-1,
jxzm7k,freskims1,download; lasso; theme; ringtone; marcus; mumford; howe,,-1,
jxu8cu,rayznack,lost; loving; feeling; gender; shape; affective; polarization,,-1,
k1zukx,KitezhGrad,male; reciprocate; friendship; request; female; faster; vice; versa; hesitate; reciprocate; hostile; action; female; michael; szell; stefan; thurner; scientific; report,,-1,
k1zsei,KitezhGrad,male; reciprocate; friendship; request; female; faster; vice; versa; hesitate; reciprocate; hostile; action; female,,-1,
k1j974,Njere,whereas; half; male; indicated; would; without; kissing; seven; female; would; consider; someone; without; kissing; first,,-1,
k0jo3k,TeslaIQ,shut; sooner; later; blackpill; forum; case; happens,,-1,
k0eunx,Njere,wear; beard; shave; preference; facial; hair; perspective; sex; ukasz; jach; marcin; moro,,-1,
jzl09q,simpceldetector,mewing; justin,,-1,
jyyoqg,simpceldetector,justin; mewing,,-1,
jyr5d2,MenarcheSchism,daily; physical; touch; romantic; partner; enhances; particularly; among; attachment; anxiety; receiving; touch; behavior; offered; unique; benefit; compared; initiating; touch,,-1,
jyqp8z,alexman91,daily; physical; touch; romantic; partner; enhances; particularly; among; attachment; anxiety,,-1,
k3lueh,Njere,borderline; personality; trait; attractive; woman; wealthy; attractive; relatively; favoured; opposite; march,,-1,
k3asz6,IZ0LATION,physically; attractive; people; convey; better; personality; trait; first; impression; personality; trait; perceived; accurately; positively,,-1,
k331id,klip11,short; much; le; likely; suffer; deadly; bloodclots; compared,,-1,
k2upa0,DesignerLunch,topic; enhanced; growth; adult; penis; vitamin,,-1,
k2tvvt,IZ0LATION,short; boy; victim; bullying; often; school; le; likely; perpetrate; bullying,,-1,
k2kful,klip11,hispanic; asian; male; le; likely; hispanic; white; sexually; experienced; year,,-1,
