post_id,author,title,body,image,image description
qas3w5,Beginning_Novel_4582,study; take; different; type; male; face; masculine; feminine; symmetry; asks; woman; rate; study; reveals; jinping; leader; chinese; communist; party; face; type; attractive; woman; around; range,,-1,
qarwcn,Beginning_Novel_4582,study; come; conclusion; time; progress; woman; love; sexual; desire; husband; decrease; love; sexual; desire; wife; remains; relatively; stable,,-1,
qako62,11mirror_rorrim11,polygenic; trait; related; schizophrenia; neuroticism; selected; woman; trait; associated; autism; strongly; selected; woman; figure,,-1,
q9y6el,Beginning_Novel_4582,effect; higher; height; matter; le; europe; compared; according; survey,,-1,
q9xhsi,Beginning_Novel_4582,analysis; woman; choice; dating; apps; show; ideal; height; preference; inch; average; woman; height; mean; ideal; height; foot,,-1,
q9xhk7,buttposter,according; study; autistic; surveyed; virgin; reported; le; sexual; encounter; month; number; neurotypical; respectively,,-1,
q9xd0h,Beginning_Novel_4582,analysis; woman; choice; dating; apps; show; ideal; height; preference; inch; height; mean; ideal; height; foot; average; woman; height; foot,,-1,
q9xaun,Beginning_Novel_4582,analysis; woman; choice; dating; apps; show; average; woman; ideal; height; preference; inch; height; mean; average; woman; ideal; height; preference; foot,,-1,
qc246q,BasedPorterian,objective; system; measuring; facial; attractiveness,,-1,
qbfksr,bilberberbers,woman; stare; longer; hottest; guy; gaze; interaction,,-1,
qeormd,AdProper154,sexpat; channel; help; blackpill; guy,,-1,
qhgce8,iwasanacidbaby,became; misanthrope; thought; optimistic; nihilism,,-1,
qgxmqx,HighValueMoidxD,found; people; attributed; moral; trait; attractive; unattractive; people; beauty; good; stereotype; particularly; skews; favor; attribution; moral; trait,,-1,
qg9fzc,ShiroSagisu,woman; make; le; sexually; attractive; partner; wait,,-1,
q649t4,Ohyarlysmiles,female; physical; attraction; partner; predicted; relationship; event,,-1,
q63zma,Ohyarlysmiles,female; desire; relation; attractiveness; status,,-1,
q63y7q,Ohyarlysmiles,woman; stare; longer; hottest; guy; gaze; interaction,,-1,
