post_id,author,title,body,image,image description
c7g0ao,Zealousideals,scientific; blackpill,,-1,
c7feh9,Njere,united; state; compare; rest; world; human; sexual; behavior,,-1,
c7f5e4,SophisticatedBean,none; female; student; volunteer; significantly; preferred; weaker; rating; attractiveness; sell,,-1,
c6qrca,eduardkoopman,look; shape; personality,,-1,
c6e3wu,NoodlezzzzzOnry,dark; triad; personality; attractiveness; woman,,-1,
c20q25,Altmark22,dark; side; tinder; study; demonstrates; tinder; user; higher; level; dark; triad; trait; compared; user,,-1,
c1yt7y,ArmondDillo,halo; effect; legitimate; psychological; term; year; research; behind; chad; treated; better; treated; worse; verywellmind; halo; effect,,29,peco
c1xk4x,iloveyoudeft,woman; tinder; together; data; swipe,,-1,
c1wa4n,SophisticatedBean,large; online; survey; respondent; thought; creepy; people; much; likely; male; female; mcandrew; koehnke,,-1,
c14f75,swagcucks,willingness; toupee; much; hair; worth,,-1,
bymtvt,blackpillmaxxing,chadfish; community; online; dating; experiment; social; science; study; found,,30,chad; explains; troubled; past; tinder; profile; honest; history; cman; child; rape; match; find; love; read; real; joke; sure; guess; cool; youre; bein; honbest; thaugh; bored; bored; tinder; lookin; stuff; aaaaaand; matched; ewww; serious; speechless; super; fucked; honestly; would; rather; stop; talking; done; talking; stuff; plan; bos; around; expet; everything; give; easy; calm; silly; read; profile; move; photo; made; jeez; dont; like; compliment; read; long; different; person; make; mistake; sound; like; learned; lesson; right; cooking; dinner; hahat; kind; blunt; imabout; minute; away; actually
bybcki,ayejit,composite; face; full; beard; small; jaw; received; higher; attractiveness; rating; bearded; face; large; jaw; clean; shaven; face; large; small; jaw; report; study; interaction; term; dixson,,-1,
bybbsn,Shubham4894,woman; absorbs; maintain; sperm; cell; sexual; partner; lifetime,,-1,
bxo6in,ayejit,although; theory; generate; plausible; conclusion; public; need; made; aware; mewing; orthotropics; based; sound; scientific; evidence; warns; oral; maxillofacial; surgery; group; recent; editorial; letter; graf; friedlander,,-1,
bxae9p,SophisticatedBean,around; reviewer; true; crime; literature; amazon; female; vicary; fraley,,-1,
bwssz0,Altmark22,biological; base; beauty; revisited; effect; symmetry; averageness; sexual; dimorphism; female; facial; attractiveness,,-1,
bwpjcn,eduardkoopman,importance; physical; attractiveness; dating; behavior,,-1,
bwp9t6,EggonTurdaryen,facial; structure; influence; people; personality,,-1,
bwl7ty,Mediocrecel,humor; production; long; term; romantic; relationship; lack; moderation; reveals; humor; role; mating; humor,,-1,
bwhwt8,Njere,people; dating; apps; likely; eating; disorder,,-1,
c52opg,red_matrix,define; slut,,-1,
c2hd9c,Beej67,smv; curve; rational; male; methodological; question; comment,,31,smv
bwave2,Njere,divorce; rate; different; group,,-1,
bw1oim,Mediocrecel,research; woman; attraction; twinks; feminine; looking,,32,
bvy61v,ayejit,woman; want; date; faceandlms,,-1,
bvvsd1,eduardkoopman,thread; science; blackpill; funny; content; thread,,-1,
bvu754,More_Noise,least; woman; joined; isi; voluntarily,,-1,
bvqipy,theoracleofosiris,loneliness; horniness,vention; video; long; time; titled; loneliness; another; horny; experienced; long; period; without; masturbation; tended; lonely; brain; start; entertain; returning; dating; scene; however; time; masturbated; ejaculated; urgency; persistence; loneliness; abates; significantly; vanishes; altogether; happens; exact; moment; post; ejaculation; know; kenjataimu; post; clarity; thing; however; often; associated; horniness; data; effect; ejaculation; loneliness; working; hypothesis; neurochemical; pathway; explains; loneliness; ejaculation; diminishes; personal; experience; concur; mine; loneliness; another; form; horniness; alleviated; masturbation; thank,-1,
