post_id,author,title,body,image,image description
geqauv,todoornottodo98765,invisalign; smile; direct; club; alternative; straight; perfect; teeth; optimize; look,,-1,
ge7qdm,maruthescruffydog,male; look; female; attraction,,12,female; satuaration; male; attractiveness; female; increase; male; attractiveness; point; result; increase; attracted; woman; increase; male; attractiveness; poir; result; increase; attracted
gga17b,QuirkyLabourer,truth; market; value; woman; corelation; chastity; stable; marriage,,-1,
gfsa5k,G0DF0RBID,woman; copy; mate; choice; woman; mate; rejection; female; respondent,,-1,
gffk5q,DryCommission5,work; personality,,-1,
gijfxc,CuckedIndianAmerican,woman; likely; life; number; sexual; partner; woman; reported; nearly; doubled; woman; thought; hooked; detector; machine,,-1,
gh7mg8,Njere,sexual; decision; making; absence; choice; african; american; female; dating; experience,,-1,
gkkgoy,Njere,fall; mental; health; state; entered; lockdown; explained; entirely; change; worse; mental; health; woman; fall; mental; health; among; male; respondent; small; statistically; insignificant; much; larger; decline; woman; reported; feeling,,-1,
gkd7dv,Nofap_infinity_man,moron; stop; complaining; information; take; whole; planet; hahahaa; pingas,,13,peco
gja3e7,Truecelrotter100,vocal; cue; human; developmental; stability; relationship; facial; fluctuating; asymmetry; voice; attractiveness,,-1,
gj9yne,malevirgin100,vocal; cue; human; developmental; stability; relationship; facial; fluctuating; asymmetry; voice; attractiveness,,-1,
gizhi8,Humble_Hummus,standard; guy; minimally; maximally; looking; partner; achieve,,14,strict; personality; similarity; righ; path; jyate; selection; online; dating; serious; daters; proposal; pool; eligibles; accessible; physical; propinquity; cyber; propinquity; social; propinquity; appealing; similarity; familiarity; affective; state; weno; social; physical; appearance; status; resource; personality; one; person; screened
givtkf,Truecelrotter100,orgasm; give; woman; feedback; mate; choice,,-1,
gkxz8z,BackgroundPiglet8,minute; treated; beautiful; people; treated; bring; change; behavior; psychologist; study; woman; talked; telephone; minute; time; told; know; woman,,-1,
gu04n7,talkingtock,face; investor; could; love; ceo; facial; structure; predicts; firm; financial; performance; specifically; found; firm; whose; male; ceo; wider; face; relative; facial; height; achieve; superior; financial; performance,,-1,
gtzspo,talkingtock,facial; appearance; ceo; facial; appearance; predicts; leadership; selection; find; clear; confirmation; ceo; look; different; compared; citizen; professor; ceo; face; performing; firm; feature,,-1,
gtzkja,talkingtock,corporate; beauty; contest; experiment; studying; facial; trait; ceo; using; nearly; subject; link; facial; characteristic; compensation; performance,,-1,
gtpirx,GigaSpergcel,free; mate; choice; practiced; today; uncommon; human; history; across; contemporary; hunter; gatherer; arranged; marriage; typical; form; mating; apostolou,,-1,
gt3b9p,GigaSpergcel,damaging; gene; reduce; reproductive; success; male; much; female; mediated; cognitive; behavioral; trait; rendering; male; le; likely; find; mate; darwin; theory; sexual; selection; account; quarter; purifying; selection; acting; human; gene; gardner,,-1,
gt39ks,GigaSpergcel,damaging; gene; reduce; reproductive; success; male; much; female; mediated; cognitive; behavioral; trait; rendering; male; le; likely; find; mate; darwin; theory; sexual; selection; account; quarter; purifying; selection; acting; human; gene; gardner,,-1,
goiea4,talkingtock,beauty; standing; crowd; attractiveness; judged; according; research; show,,-1,
godzqs,talkingtock,social; perception; nasal; dorsal; contour; male; rhinoplasty; jama; facial; plastic; surgery,,-1,
godv31,talkingtock,beautycheck; characteristic; beautiful; face,,-1,
godsse,talkingtock,find; attractive; face; survey; study; application; aesthetic; surgery,,-1,
gmq1s6,[deleted],woman; preference; facial; masculinity; strongest; favorable; ecological; condition,,-1,
gpvzxu,wciaz,physical; attractiveness; effect; social; treatment; inequality,,-1,
gpva8v,wciaz,physical; attractiveness; effect; social; treatment; inequality,,-1,
gpe6qp,talkingtock,facial; structure; predicts; sexual; orientation; woman; pubmed,,-1,
gpe605,talkingtock,facial; structure; predicts; sexual; orientation; woman,,-1,
gorfvu,Wened4,anime; dropping; honest; pill,,15,eaten; ltte; trayin; girijisthe; morse; nemy; tela
gol60e,[deleted],slope; nose; regarded; attractive; youthful; convex; one; according; survey; published; cosmetic; surgery; journal,,-1,
