post_id,author,title,body,image,image description
fclvrg,createweirdstories,symmetry; always; beautiful,,-1,
fdds9y,NaebErpus,among; university; student; aged; never; woman; starke,,-1,
fdbfwv,NaebErpus,significant; effect; facial; masculinity; score,,-1,
fg472w,fgscfsfdhdgchfdvcfgh,response; piaget; water; level; test; college; woman,,-1,
ff2xyw,nullsci,woman; world; found; wealth; status; earning; potential; major; criterion; mate; preference; value; attribute; mate,,-1,
fht2ff,Njere,context; romantic; attraction; beautification; increase; assertiveness; woman,,-1,
fhsz1t,Njere,highly; attractive; female; face; capture; attention; male; one,,-1,
fhkwoz,nullsci,woman; world; found; wealth; status; earning; potential; major; criterion; mate; preference; value; attribute; mate,,-1,
fhcq12,Njere,woman; astute; mate; preference; avoiding; troublesome; financially; challenged; time; economically; costly; readily; engage; potentially; turbulent; relationship,,-1,
fkky66,ledditiscucked,longer; better; evidence; narwhal; tusk; sexually; selected,,-1,
fk3b8i,StupidEffingGarbage,explain; beautiful; woman; vastly; wealthy; partner; married; child; close; look; level; excuse; time; cherry; picking; loser; stop; coping; like,,4,peco
fi2ktg,United-Series,creating; sharper; jawline; dermal; filler; jawline; enhancement; viva; skin; clinic; london,,-1,
fmzv9y,UberGayJabbaTurd,exclusion; race; homophilly; already; posted; found; source; page,,-1,
fmomzm,1justmadethisaccount,get; woman; probably; care; weak; anyways,,5,ined
flvc09,blackpilltweeter,study; show; favorable; rating; correlated; favorable; rating; corresponding; male; face,,-1,
flva8v,blackpilltweeter,study; show; favorable; rating; correlated; favorable; rating; corresponding; male; face; link; full; study; comment,,6,peco
fnn5l3,nullsci,woman; prefer; attractive; young; mate; woman; prefer; older; mate; financial; prospect; additionally; woman; indicated; slightly; higher; preference; kindness; intelligence; health; long; term; mate,,-1,
fnfgfc,orderabi,awful; creature,,7,shominarta; fact; suicide; frequently; know; successful; completing; suicide; tend; lethal; method; woman; actually; attempt; suicide; le; successful; pleo; clit; energy; successful; dedication; brutal; method; woman; tend; method; le; violent; mean; think; whoever; might; find; tend; care; rope; shominarta; woman; tend; traumatise; others; suicide
fp13ww,Diamondlevel10,thanks; open; eye,,8,
